| ----- | Package Sizes | ------ |
|4piece, 6piece, 10piece, 20piece|
| ----- | ----- | ----- | ------ |

[0, 0, 0, 50]
[0, 0, 2, 49]
[0, 0, 4, 48]
[0, 0, 6, 47]
[0, 0, 8, 46]
[0, 0, 10, 45]
[0, 0, 12, 44]
[0, 0, 14, 43]
[0, 0, 16, 42]
[0, 0, 18, 41]
[0, 0, 20, 40]
[0, 0, 22, 39]
[0, 0, 24, 38]
[0, 0, 26, 37]
[0, 0, 28, 36]
[0, 0, 30, 35]
[0, 0, 32, 34]
[0, 0, 34, 33]
[0, 0, 36, 32]
[0, 0, 38, 31]
[0, 0, 40, 30]
[0, 0, 42, 29]
[0, 0, 44, 28]
[0, 0, 46, 27]
[0, 0, 48, 26]
[0, 0, 50, 25]
[0, 0, 52, 24]
[0, 0, 54, 23]
[0, 0, 56, 22]
[0, 0, 58, 21]
[0, 0, 60, 20]
[0, 0, 62, 19]
[0, 0, 64, 18]
[0, 0, 66, 17]
[0, 0, 68, 16]
[0, 0, 70, 15]
[0, 0, 72, 14]
[0, 0, 74, 13]
[0, 0, 76, 12]
[0, 0, 78, 11]
[0, 0, 80, 10]
[0, 0, 82, 9]
[0, 0, 84, 8]
[0, 0, 86, 7]
[0, 0, 88, 6]
[0, 0, 90, 5]
[0, 0, 92, 4]
[0, 0, 94, 3]
[0, 0, 96, 2]
[0, 0, 98, 1]
[0, 0, 100, 0]
[0, 5, 1, 48]
[0, 5, 3, 47]
[0, 5, 5, 46]
[0, 5, 7, 45]
[0, 5, 9, 44]
[0, 5, 11, 43]
[0, 5, 13, 42]
[0, 5, 15, 41]
[0, 5, 17, 40]
[0, 5, 19, 39]
[0, 5, 21, 38]
[0, 5, 23, 37]
[0, 5, 25, 36]
[0, 5, 27, 35]
[0, 5, 29, 34]
[0, 5, 31, 33]
[0, 5, 33, 32]
[0, 5, 35, 31]
[0, 5, 37, 30]
[0, 5, 39, 29]
[0, 5, 41, 28]
[0, 5, 43, 27]
[0, 5, 45, 26]
[0, 5, 47, 25]
[0, 5, 49, 24]
[0, 5, 51, 23]
[0, 5, 53, 22]
[0, 5, 55, 21]
[0, 5, 57, 20]
[0, 5, 59, 19]
[0, 5, 61, 18]
[0, 5, 63, 17]
[0, 5, 65, 16]
[0, 5, 67, 15]
[0, 5, 69, 14]
[0, 5, 71, 13]
[0, 5, 73, 12]
[0, 5, 75, 11]
[0, 5, 77, 10]
[0, 5, 79, 9]
[0, 5, 81, 8]
[0, 5, 83, 7]
[0, 5, 85, 6]
[0, 5, 87, 5]
[0, 5, 89, 4]
[0, 5, 91, 3]
[0, 5, 93, 2]
[0, 5, 95, 1]
[0, 5, 97, 0]
[0, 10, 0, 47]
[0, 10, 2, 46]
[0, 10, 4, 45]
[0, 10, 6, 44]
[0, 10, 8, 43]
[0, 10, 10, 42]
[0, 10, 12, 41]
[0, 10, 14, 40]
[0, 10, 16, 39]
[0, 10, 18, 38]
[0, 10, 20, 37]
[0, 10, 22, 36]
[0, 10, 24, 35]
[0, 10, 26, 34]
[0, 10, 28, 33]
[0, 10, 30, 32]
[0, 10, 32, 31]
[0, 10, 34, 30]
[0, 10, 36, 29]
[0, 10, 38, 28]
[0, 10, 40, 27]
[0, 10, 42, 26]
[0, 10, 44, 25]
[0, 10, 46, 24]
[0, 10, 48, 23]
[0, 10, 50, 22]
[0, 10, 52, 21]
[0, 10, 54, 20]
[0, 10, 56, 19]
[0, 10, 58, 18]
[0, 10, 60, 17]
[0, 10, 62, 16]
[0, 10, 64, 15]
[0, 10, 66, 14]
[0, 10, 68, 13]
[0, 10, 70, 12]
[0, 10, 72, 11]
[0, 10, 74, 10]
[0, 10, 76, 9]
[0, 10, 78, 8]
[0, 10, 80, 7]
[0, 10, 82, 6]
[0, 10, 84, 5]
[0, 10, 86, 4]
[0, 10, 88, 3]
[0, 10, 90, 2]
[0, 10, 92, 1]
[0, 10, 94, 0]
[0, 15, 1, 45]
[0, 15, 3, 44]
[0, 15, 5, 43]
[0, 15, 7, 42]
[0, 15, 9, 41]
[0, 15, 11, 40]
[0, 15, 13, 39]
[0, 15, 15, 38]
[0, 15, 17, 37]
[0, 15, 19, 36]
[0, 15, 21, 35]
[0, 15, 23, 34]
[0, 15, 25, 33]
[0, 15, 27, 32]
[0, 15, 29, 31]
[0, 15, 31, 30]
[0, 15, 33, 29]
[0, 15, 35, 28]
[0, 15, 37, 27]
[0, 15, 39, 26]
[0, 15, 41, 25]
[0, 15, 43, 24]
[0, 15, 45, 23]
[0, 15, 47, 22]
[0, 15, 49, 21]
[0, 15, 51, 20]
[0, 15, 53, 19]
[0, 15, 55, 18]
[0, 15, 57, 17]
[0, 15, 59, 16]
[0, 15, 61, 15]
[0, 15, 63, 14]
[0, 15, 65, 13]
[0, 15, 67, 12]
[0, 15, 69, 11]
[0, 15, 71, 10]
[0, 15, 73, 9]
[0, 15, 75, 8]
[0, 15, 77, 7]
[0, 15, 79, 6]
[0, 15, 81, 5]
[0, 15, 83, 4]
[0, 15, 85, 3]
[0, 15, 87, 2]
[0, 15, 89, 1]
[0, 15, 91, 0]
[0, 20, 0, 44]
[0, 20, 2, 43]
[0, 20, 4, 42]
[0, 20, 6, 41]
[0, 20, 8, 40]
[0, 20, 10, 39]
[0, 20, 12, 38]
[0, 20, 14, 37]
[0, 20, 16, 36]
[0, 20, 18, 35]
[0, 20, 20, 34]
[0, 20, 22, 33]
[0, 20, 24, 32]
[0, 20, 26, 31]
[0, 20, 28, 30]
[0, 20, 30, 29]
[0, 20, 32, 28]
[0, 20, 34, 27]
[0, 20, 36, 26]
[0, 20, 38, 25]
[0, 20, 40, 24]
[0, 20, 42, 23]
[0, 20, 44, 22]
[0, 20, 46, 21]
[0, 20, 48, 20]
[0, 20, 50, 19]
[0, 20, 52, 18]
[0, 20, 54, 17]
[0, 20, 56, 16]
[0, 20, 58, 15]
[0, 20, 60, 14]
[0, 20, 62, 13]
[0, 20, 64, 12]
[0, 20, 66, 11]
[0, 20, 68, 10]
[0, 20, 70, 9]
[0, 20, 72, 8]
[0, 20, 74, 7]
[0, 20, 76, 6]
[0, 20, 78, 5]
[0, 20, 80, 4]
[0, 20, 82, 3]
[0, 20, 84, 2]
[0, 20, 86, 1]
[0, 20, 88, 0]
[0, 25, 1, 42]
[0, 25, 3, 41]
[0, 25, 5, 40]
[0, 25, 7, 39]
[0, 25, 9, 38]
[0, 25, 11, 37]
[0, 25, 13, 36]
[0, 25, 15, 35]
[0, 25, 17, 34]
[0, 25, 19, 33]
[0, 25, 21, 32]
[0, 25, 23, 31]
[0, 25, 25, 30]
[0, 25, 27, 29]
[0, 25, 29, 28]
[0, 25, 31, 27]
[0, 25, 33, 26]
[0, 25, 35, 25]
[0, 25, 37, 24]
[0, 25, 39, 23]
[0, 25, 41, 22]
[0, 25, 43, 21]
[0, 25, 45, 20]
[0, 25, 47, 19]
[0, 25, 49, 18]
[0, 25, 51, 17]
[0, 25, 53, 16]
[0, 25, 55, 15]
[0, 25, 57, 14]
[0, 25, 59, 13]
[0, 25, 61, 12]
[0, 25, 63, 11]
[0, 25, 65, 10]
[0, 25, 67, 9]
[0, 25, 69, 8]
[0, 25, 71, 7]
[0, 25, 73, 6]
[0, 25, 75, 5]
[0, 25, 77, 4]
[0, 25, 79, 3]
[0, 25, 81, 2]
[0, 25, 83, 1]
[0, 25, 85, 0]
[0, 30, 0, 41]
[0, 30, 2, 40]
[0, 30, 4, 39]
[0, 30, 6, 38]
[0, 30, 8, 37]
[0, 30, 10, 36]
[0, 30, 12, 35]
[0, 30, 14, 34]
[0, 30, 16, 33]
[0, 30, 18, 32]
[0, 30, 20, 31]
[0, 30, 22, 30]
[0, 30, 24, 29]
[0, 30, 26, 28]
[0, 30, 28, 27]
[0, 30, 30, 26]
[0, 30, 32, 25]
[0, 30, 34, 24]
[0, 30, 36, 23]
[0, 30, 38, 22]
[0, 30, 40, 21]
[0, 30, 42, 20]
[0, 30, 44, 19]
[0, 30, 46, 18]
[0, 30, 48, 17]
[0, 30, 50, 16]
[0, 30, 52, 15]
[0, 30, 54, 14]
[0, 30, 56, 13]
[0, 30, 58, 12]
[0, 30, 60, 11]
[0, 30, 62, 10]
[0, 30, 64, 9]
[0, 30, 66, 8]
[0, 30, 68, 7]
[0, 30, 70, 6]
[0, 30, 72, 5]
[0, 30, 74, 4]
[0, 30, 76, 3]
[0, 30, 78, 2]
[0, 30, 80, 1]
[0, 30, 82, 0]
[0, 35, 1, 39]
[0, 35, 3, 38]
[0, 35, 5, 37]
[0, 35, 7, 36]
[0, 35, 9, 35]
[0, 35, 11, 34]
[0, 35, 13, 33]
[0, 35, 15, 32]
[0, 35, 17, 31]
[0, 35, 19, 30]
[0, 35, 21, 29]
[0, 35, 23, 28]
[0, 35, 25, 27]
[0, 35, 27, 26]
[0, 35, 29, 25]
[0, 35, 31, 24]
[0, 35, 33, 23]
[0, 35, 35, 22]
[0, 35, 37, 21]
[0, 35, 39, 20]
[0, 35, 41, 19]
[0, 35, 43, 18]
[0, 35, 45, 17]
[0, 35, 47, 16]
[0, 35, 49, 15]
[0, 35, 51, 14]
[0, 35, 53, 13]
[0, 35, 55, 12]
[0, 35, 57, 11]
[0, 35, 59, 10]
[0, 35, 61, 9]
[0, 35, 63, 8]
[0, 35, 65, 7]
[0, 35, 67, 6]
[0, 35, 69, 5]
[0, 35, 71, 4]
[0, 35, 73, 3]
[0, 35, 75, 2]
[0, 35, 77, 1]
[0, 35, 79, 0]
[0, 40, 0, 38]
[0, 40, 2, 37]
[0, 40, 4, 36]
[0, 40, 6, 35]
[0, 40, 8, 34]
[0, 40, 10, 33]
[0, 40, 12, 32]
[0, 40, 14, 31]
[0, 40, 16, 30]
[0, 40, 18, 29]
[0, 40, 20, 28]
[0, 40, 22, 27]
[0, 40, 24, 26]
[0, 40, 26, 25]
[0, 40, 28, 24]
[0, 40, 30, 23]
[0, 40, 32, 22]
[0, 40, 34, 21]
[0, 40, 36, 20]
[0, 40, 38, 19]
[0, 40, 40, 18]
[0, 40, 42, 17]
[0, 40, 44, 16]
[0, 40, 46, 15]
[0, 40, 48, 14]
[0, 40, 50, 13]
[0, 40, 52, 12]
[0, 40, 54, 11]
[0, 40, 56, 10]
[0, 40, 58, 9]
[0, 40, 60, 8]
[0, 40, 62, 7]
[0, 40, 64, 6]
[0, 40, 66, 5]
[0, 40, 68, 4]
[0, 40, 70, 3]
[0, 40, 72, 2]
[0, 40, 74, 1]
[0, 40, 76, 0]
[0, 45, 1, 36]
[0, 45, 3, 35]
[0, 45, 5, 34]
[0, 45, 7, 33]
[0, 45, 9, 32]
[0, 45, 11, 31]
[0, 45, 13, 30]
[0, 45, 15, 29]
[0, 45, 17, 28]
[0, 45, 19, 27]
[0, 45, 21, 26]
[0, 45, 23, 25]
[0, 45, 25, 24]
[0, 45, 27, 23]
[0, 45, 29, 22]
[0, 45, 31, 21]
[0, 45, 33, 20]
[0, 45, 35, 19]
[0, 45, 37, 18]
[0, 45, 39, 17]
[0, 45, 41, 16]
[0, 45, 43, 15]
[0, 45, 45, 14]
[0, 45, 47, 13]
[0, 45, 49, 12]
[0, 45, 51, 11]
[0, 45, 53, 10]
[0, 45, 55, 9]
[0, 45, 57, 8]
[0, 45, 59, 7]
[0, 45, 61, 6]
[0, 45, 63, 5]
[0, 45, 65, 4]
[0, 45, 67, 3]
[0, 45, 69, 2]
[0, 45, 71, 1]
[0, 45, 73, 0]
[0, 50, 0, 35]
[0, 50, 2, 34]
[0, 50, 4, 33]
[0, 50, 6, 32]
[0, 50, 8, 31]
[0, 50, 10, 30]
[0, 50, 12, 29]
[0, 50, 14, 28]
[0, 50, 16, 27]
[0, 50, 18, 26]
[0, 50, 20, 25]
[0, 50, 22, 24]
[0, 50, 24, 23]
[0, 50, 26, 22]
[0, 50, 28, 21]
[0, 50, 30, 20]
[0, 50, 32, 19]
[0, 50, 34, 18]
[0, 50, 36, 17]
[0, 50, 38, 16]
[0, 50, 40, 15]
[0, 50, 42, 14]
[0, 50, 44, 13]
[0, 50, 46, 12]
[0, 50, 48, 11]
[0, 50, 50, 10]
[0, 50, 52, 9]
[0, 50, 54, 8]
[0, 50, 56, 7]
[0, 50, 58, 6]
[0, 50, 60, 5]
[0, 50, 62, 4]
[0, 50, 64, 3]
[0, 50, 66, 2]
[0, 50, 68, 1]
[0, 50, 70, 0]
[0, 55, 1, 33]
[0, 55, 3, 32]
[0, 55, 5, 31]
[0, 55, 7, 30]
[0, 55, 9, 29]
[0, 55, 11, 28]
[0, 55, 13, 27]
[0, 55, 15, 26]
[0, 55, 17, 25]
[0, 55, 19, 24]
[0, 55, 21, 23]
[0, 55, 23, 22]
[0, 55, 25, 21]
[0, 55, 27, 20]
[0, 55, 29, 19]
[0, 55, 31, 18]
[0, 55, 33, 17]
[0, 55, 35, 16]
[0, 55, 37, 15]
[0, 55, 39, 14]
[0, 55, 41, 13]
[0, 55, 43, 12]
[0, 55, 45, 11]
[0, 55, 47, 10]
[0, 55, 49, 9]
[0, 55, 51, 8]
[0, 55, 53, 7]
[0, 55, 55, 6]
[0, 55, 57, 5]
[0, 55, 59, 4]
[0, 55, 61, 3]
[0, 55, 63, 2]
[0, 55, 65, 1]
[0, 55, 67, 0]
[0, 60, 0, 32]
[0, 60, 2, 31]
[0, 60, 4, 30]
[0, 60, 6, 29]
[0, 60, 8, 28]
[0, 60, 10, 27]
[0, 60, 12, 26]
[0, 60, 14, 25]
[0, 60, 16, 24]
[0, 60, 18, 23]
[0, 60, 20, 22]
[0, 60, 22, 21]
[0, 60, 24, 20]
[0, 60, 26, 19]
[0, 60, 28, 18]
[0, 60, 30, 17]
[0, 60, 32, 16]
[0, 60, 34, 15]
[0, 60, 36, 14]
[0, 60, 38, 13]
[0, 60, 40, 12]
[0, 60, 42, 11]
[0, 60, 44, 10]
[0, 60, 46, 9]
[0, 60, 48, 8]
[0, 60, 50, 7]
[0, 60, 52, 6]
[0, 60, 54, 5]
[0, 60, 56, 4]
[0, 60, 58, 3]
[0, 60, 60, 2]
[0, 60, 62, 1]
[0, 60, 64, 0]
[0, 65, 1, 30]
[0, 65, 3, 29]
[0, 65, 5, 28]
[0, 65, 7, 27]
[0, 65, 9, 26]
[0, 65, 11, 25]
[0, 65, 13, 24]
[0, 65, 15, 23]
[0, 65, 17, 22]
[0, 65, 19, 21]
[0, 65, 21, 20]
[0, 65, 23, 19]
[0, 65, 25, 18]
[0, 65, 27, 17]
[0, 65, 29, 16]
[0, 65, 31, 15]
[0, 65, 33, 14]
[0, 65, 35, 13]
[0, 65, 37, 12]
[0, 65, 39, 11]
[0, 65, 41, 10]
[0, 65, 43, 9]
[0, 65, 45, 8]
[0, 65, 47, 7]
[0, 65, 49, 6]
[0, 65, 51, 5]
[0, 65, 53, 4]
[0, 65, 55, 3]
[0, 65, 57, 2]
[0, 65, 59, 1]
[0, 65, 61, 0]
[0, 70, 0, 29]
[0, 70, 2, 28]
[0, 70, 4, 27]
[0, 70, 6, 26]
[0, 70, 8, 25]
[0, 70, 10, 24]
[0, 70, 12, 23]
[0, 70, 14, 22]
[0, 70, 16, 21]
[0, 70, 18, 20]
[0, 70, 20, 19]
[0, 70, 22, 18]
[0, 70, 24, 17]
[0, 70, 26, 16]
[0, 70, 28, 15]
[0, 70, 30, 14]
[0, 70, 32, 13]
[0, 70, 34, 12]
[0, 70, 36, 11]
[0, 70, 38, 10]
[0, 70, 40, 9]
[0, 70, 42, 8]
[0, 70, 44, 7]
[0, 70, 46, 6]
[0, 70, 48, 5]
[0, 70, 50, 4]
[0, 70, 52, 3]
[0, 70, 54, 2]
[0, 70, 56, 1]
[0, 70, 58, 0]
[0, 75, 1, 27]
[0, 75, 3, 26]
[0, 75, 5, 25]
[0, 75, 7, 24]
[0, 75, 9, 23]
[0, 75, 11, 22]
[0, 75, 13, 21]
[0, 75, 15, 20]
[0, 75, 17, 19]
[0, 75, 19, 18]
[0, 75, 21, 17]
[0, 75, 23, 16]
[0, 75, 25, 15]
[0, 75, 27, 14]
[0, 75, 29, 13]
[0, 75, 31, 12]
[0, 75, 33, 11]
[0, 75, 35, 10]
[0, 75, 37, 9]
[0, 75, 39, 8]
[0, 75, 41, 7]
[0, 75, 43, 6]
[0, 75, 45, 5]
[0, 75, 47, 4]
[0, 75, 49, 3]
[0, 75, 51, 2]
[0, 75, 53, 1]
[0, 75, 55, 0]
[0, 80, 0, 26]
[0, 80, 2, 25]
[0, 80, 4, 24]
[0, 80, 6, 23]
[0, 80, 8, 22]
[0, 80, 10, 21]
[0, 80, 12, 20]
[0, 80, 14, 19]
[0, 80, 16, 18]
[0, 80, 18, 17]
[0, 80, 20, 16]
[0, 80, 22, 15]
[0, 80, 24, 14]
[0, 80, 26, 13]
[0, 80, 28, 12]
[0, 80, 30, 11]
[0, 80, 32, 10]
[0, 80, 34, 9]
[0, 80, 36, 8]
[0, 80, 38, 7]
[0, 80, 40, 6]
[0, 80, 42, 5]
[0, 80, 44, 4]
[0, 80, 46, 3]
[0, 80, 48, 2]
[0, 80, 50, 1]
[0, 80, 52, 0]
[0, 85, 1, 24]
[0, 85, 3, 23]
[0, 85, 5, 22]
[0, 85, 7, 21]
[0, 85, 9, 20]
[0, 85, 11, 19]
[0, 85, 13, 18]
[0, 85, 15, 17]
[0, 85, 17, 16]
[0, 85, 19, 15]
[0, 85, 21, 14]
[0, 85, 23, 13]
[0, 85, 25, 12]
[0, 85, 27, 11]
[0, 85, 29, 10]
[0, 85, 31, 9]
[0, 85, 33, 8]
[0, 85, 35, 7]
[0, 85, 37, 6]
[0, 85, 39, 5]
[0, 85, 41, 4]
[0, 85, 43, 3]
[0, 85, 45, 2]
[0, 85, 47, 1]
[0, 85, 49, 0]
[0, 90, 0, 23]
[0, 90, 2, 22]
[0, 90, 4, 21]
[0, 90, 6, 20]
[0, 90, 8, 19]
[0, 90, 10, 18]
[0, 90, 12, 17]
[0, 90, 14, 16]
[0, 90, 16, 15]
[0, 90, 18, 14]
[0, 90, 20, 13]
[0, 90, 22, 12]
[0, 90, 24, 11]
[0, 90, 26, 10]
[0, 90, 28, 9]
[0, 90, 30, 8]
[0, 90, 32, 7]
[0, 90, 34, 6]
[0, 90, 36, 5]
[0, 90, 38, 4]
[0, 90, 40, 3]
[0, 90, 42, 2]
[0, 90, 44, 1]
[0, 90, 46, 0]
[0, 95, 1, 21]
[0, 95, 3, 20]
[0, 95, 5, 19]
[0, 95, 7, 18]
[0, 95, 9, 17]
[0, 95, 11, 16]
[0, 95, 13, 15]
[0, 95, 15, 14]
[0, 95, 17, 13]
[0, 95, 19, 12]
[0, 95, 21, 11]
[0, 95, 23, 10]
[0, 95, 25, 9]
[0, 95, 27, 8]
[0, 95, 29, 7]
[0, 95, 31, 6]
[0, 95, 33, 5]
[0, 95, 35, 4]
[0, 95, 37, 3]
[0, 95, 39, 2]
[0, 95, 41, 1]
[0, 95, 43, 0]
[0, 100, 0, 20]
[0, 100, 2, 19]
[0, 100, 4, 18]
[0, 100, 6, 17]
[0, 100, 8, 16]
[0, 100, 10, 15]
[0, 100, 12, 14]
[0, 100, 14, 13]
[0, 100, 16, 12]
[0, 100, 18, 11]
[0, 100, 20, 10]
[0, 100, 22, 9]
[0, 100, 24, 8]
[0, 100, 26, 7]
[0, 100, 28, 6]
[0, 100, 30, 5]
[0, 100, 32, 4]
[0, 100, 34, 3]
[0, 100, 36, 2]
[0, 100, 38, 1]
[0, 100, 40, 0]
[0, 105, 1, 18]
[0, 105, 3, 17]
[0, 105, 5, 16]
[0, 105, 7, 15]
[0, 105, 9, 14]
[0, 105, 11, 13]
[0, 105, 13, 12]
[0, 105, 15, 11]
[0, 105, 17, 10]
[0, 105, 19, 9]
[0, 105, 21, 8]
[0, 105, 23, 7]
[0, 105, 25, 6]
[0, 105, 27, 5]
[0, 105, 29, 4]
[0, 105, 31, 3]
[0, 105, 33, 2]
[0, 105, 35, 1]
[0, 105, 37, 0]
[0, 110, 0, 17]
[0, 110, 2, 16]
[0, 110, 4, 15]
[0, 110, 6, 14]
[0, 110, 8, 13]
[0, 110, 10, 12]
[0, 110, 12, 11]
[0, 110, 14, 10]
[0, 110, 16, 9]
[0, 110, 18, 8]
[0, 110, 20, 7]
[0, 110, 22, 6]
[0, 110, 24, 5]
[0, 110, 26, 4]
[0, 110, 28, 3]
[0, 110, 30, 2]
[0, 110, 32, 1]
[0, 110, 34, 0]
[0, 115, 1, 15]
[0, 115, 3, 14]
[0, 115, 5, 13]
[0, 115, 7, 12]
[0, 115, 9, 11]
[0, 115, 11, 10]
[0, 115, 13, 9]
[0, 115, 15, 8]
[0, 115, 17, 7]
[0, 115, 19, 6]
[0, 115, 21, 5]
[0, 115, 23, 4]
[0, 115, 25, 3]
[0, 115, 27, 2]
[0, 115, 29, 1]
[0, 115, 31, 0]
[0, 120, 0, 14]
[0, 120, 2, 13]
[0, 120, 4, 12]
[0, 120, 6, 11]
[0, 120, 8, 10]
[0, 120, 10, 9]
[0, 120, 12, 8]
[0, 120, 14, 7]
[0, 120, 16, 6]
[0, 120, 18, 5]
[0, 120, 20, 4]
[0, 120, 22, 3]
[0, 120, 24, 2]
[0, 120, 26, 1]
[0, 120, 28, 0]
[0, 125, 1, 12]
[0, 125, 3, 11]
[0, 125, 5, 10]
[0, 125, 7, 9]
[0, 125, 9, 8]
[0, 125, 11, 7]
[0, 125, 13, 6]
[0, 125, 15, 5]
[0, 125, 17, 4]
[0, 125, 19, 3]
[0, 125, 21, 2]
[0, 125, 23, 1]
[0, 125, 25, 0]
[0, 130, 0, 11]
[0, 130, 2, 10]
[0, 130, 4, 9]
[0, 130, 6, 8]
[0, 130, 8, 7]
[0, 130, 10, 6]
[0, 130, 12, 5]
[0, 130, 14, 4]
[0, 130, 16, 3]
[0, 130, 18, 2]
[0, 130, 20, 1]
[0, 130, 22, 0]
[0, 135, 1, 9]
[0, 135, 3, 8]
[0, 135, 5, 7]
[0, 135, 7, 6]
[0, 135, 9, 5]
[0, 135, 11, 4]
[0, 135, 13, 3]
[0, 135, 15, 2]
[0, 135, 17, 1]
[0, 135, 19, 0]
[0, 140, 0, 8]
[0, 140, 2, 7]
[0, 140, 4, 6]
[0, 140, 6, 5]
[0, 140, 8, 4]
[0, 140, 10, 3]
[0, 140, 12, 2]
[0, 140, 14, 1]
[0, 140, 16, 0]
[0, 145, 1, 6]
[0, 145, 3, 5]
[0, 145, 5, 4]
[0, 145, 7, 3]
[0, 145, 9, 2]
[0, 145, 11, 1]
[0, 145, 13, 0]
[0, 150, 0, 5]
[0, 150, 2, 4]
[0, 150, 4, 3]
[0, 150, 6, 2]
[0, 150, 8, 1]
[0, 150, 10, 0]
[0, 155, 1, 3]
[0, 155, 3, 2]
[0, 155, 5, 1]
[0, 155, 7, 0]
[0, 160, 0, 2]
[0, 160, 2, 1]
[0, 160, 4, 0]
[0, 165, 1, 0]
[1, 1, 1, 49]
[1, 1, 3, 48]
[1, 1, 5, 47]
[1, 1, 7, 46]
[1, 1, 9, 45]
[1, 1, 11, 44]
[1, 1, 13, 43]
[1, 1, 15, 42]
[1, 1, 17, 41]
[1, 1, 19, 40]
[1, 1, 21, 39]
[1, 1, 23, 38]
[1, 1, 25, 37]
[1, 1, 27, 36]
[1, 1, 29, 35]
[1, 1, 31, 34]
[1, 1, 33, 33]
[1, 1, 35, 32]
[1, 1, 37, 31]
[1, 1, 39, 30]
[1, 1, 41, 29]
[1, 1, 43, 28]
[1, 1, 45, 27]
[1, 1, 47, 26]
[1, 1, 49, 25]
[1, 1, 51, 24]
[1, 1, 53, 23]
[1, 1, 55, 22]
[1, 1, 57, 21]
[1, 1, 59, 20]
[1, 1, 61, 19]
[1, 1, 63, 18]
[1, 1, 65, 17]
[1, 1, 67, 16]
[1, 1, 69, 15]
[1, 1, 71, 14]
[1, 1, 73, 13]
[1, 1, 75, 12]
[1, 1, 77, 11]
[1, 1, 79, 10]
[1, 1, 81, 9]
[1, 1, 83, 8]
[1, 1, 85, 7]
[1, 1, 87, 6]
[1, 1, 89, 5]
[1, 1, 91, 4]
[1, 1, 93, 3]
[1, 1, 95, 2]
[1, 1, 97, 1]
[1, 1, 99, 0]
[1, 6, 0, 48]
[1, 6, 2, 47]
[1, 6, 4, 46]
[1, 6, 6, 45]
[1, 6, 8, 44]
[1, 6, 10, 43]
[1, 6, 12, 42]
[1, 6, 14, 41]
[1, 6, 16, 40]
[1, 6, 18, 39]
[1, 6, 20, 38]
[1, 6, 22, 37]
[1, 6, 24, 36]
[1, 6, 26, 35]
[1, 6, 28, 34]
[1, 6, 30, 33]
[1, 6, 32, 32]
[1, 6, 34, 31]
[1, 6, 36, 30]
[1, 6, 38, 29]
[1, 6, 40, 28]
[1, 6, 42, 27]
[1, 6, 44, 26]
[1, 6, 46, 25]
[1, 6, 48, 24]
[1, 6, 50, 23]
[1, 6, 52, 22]
[1, 6, 54, 21]
[1, 6, 56, 20]
[1, 6, 58, 19]
[1, 6, 60, 18]
[1, 6, 62, 17]
[1, 6, 64, 16]
[1, 6, 66, 15]
[1, 6, 68, 14]
[1, 6, 70, 13]
[1, 6, 72, 12]
[1, 6, 74, 11]
[1, 6, 76, 10]
[1, 6, 78, 9]
[1, 6, 80, 8]
[1, 6, 82, 7]
[1, 6, 84, 6]
[1, 6, 86, 5]
[1, 6, 88, 4]
[1, 6, 90, 3]
[1, 6, 92, 2]
[1, 6, 94, 1]
[1, 6, 96, 0]
[1, 11, 1, 46]
[1, 11, 3, 45]
[1, 11, 5, 44]
[1, 11, 7, 43]
[1, 11, 9, 42]
[1, 11, 11, 41]
[1, 11, 13, 40]
[1, 11, 15, 39]
[1, 11, 17, 38]
[1, 11, 19, 37]
[1, 11, 21, 36]
[1, 11, 23, 35]
[1, 11, 25, 34]
[1, 11, 27, 33]
[1, 11, 29, 32]
[1, 11, 31, 31]
[1, 11, 33, 30]
[1, 11, 35, 29]
[1, 11, 37, 28]
[1, 11, 39, 27]
[1, 11, 41, 26]
[1, 11, 43, 25]
[1, 11, 45, 24]
[1, 11, 47, 23]
[1, 11, 49, 22]
[1, 11, 51, 21]
[1, 11, 53, 20]
[1, 11, 55, 19]
[1, 11, 57, 18]
[1, 11, 59, 17]
[1, 11, 61, 16]
[1, 11, 63, 15]
[1, 11, 65, 14]
[1, 11, 67, 13]
[1, 11, 69, 12]
[1, 11, 71, 11]
[1, 11, 73, 10]
[1, 11, 75, 9]
[1, 11, 77, 8]
[1, 11, 79, 7]
[1, 11, 81, 6]
[1, 11, 83, 5]
[1, 11, 85, 4]
[1, 11, 87, 3]
[1, 11, 89, 2]
[1, 11, 91, 1]
[1, 11, 93, 0]
[1, 16, 0, 45]
[1, 16, 2, 44]
[1, 16, 4, 43]
[1, 16, 6, 42]
[1, 16, 8, 41]
[1, 16, 10, 40]
[1, 16, 12, 39]
[1, 16, 14, 38]
[1, 16, 16, 37]
[1, 16, 18, 36]
[1, 16, 20, 35]
[1, 16, 22, 34]
[1, 16, 24, 33]
[1, 16, 26, 32]
[1, 16, 28, 31]
[1, 16, 30, 30]
[1, 16, 32, 29]
[1, 16, 34, 28]
[1, 16, 36, 27]
[1, 16, 38, 26]
[1, 16, 40, 25]
[1, 16, 42, 24]
[1, 16, 44, 23]
[1, 16, 46, 22]
[1, 16, 48, 21]
[1, 16, 50, 20]
[1, 16, 52, 19]
[1, 16, 54, 18]
[1, 16, 56, 17]
[1, 16, 58, 16]
[1, 16, 60, 15]
[1, 16, 62, 14]
[1, 16, 64, 13]
[1, 16, 66, 12]
[1, 16, 68, 11]
[1, 16, 70, 10]
[1, 16, 72, 9]
[1, 16, 74, 8]
[1, 16, 76, 7]
[1, 16, 78, 6]
[1, 16, 80, 5]
[1, 16, 82, 4]
