| ----- | Package Sizes | ------ |
|4piece, 6piece, 10piece, 20piece|
[10, 30, 28, 25]
[10, 30, 30, 24]
[10, 30, 32, 23]
[10, 30, 34, 22]
[10, 30, 36, 21]
[10, 30, 38, 20]
[10, 30, 40, 19]
[10, 30, 42, 18]
[10, 30, 44, 17]
[10, 30, 46, 16]
[10, 30, 48, 15]
[10, 30, 50, 14]
[10, 30, 52, 13]
[10, 30, 54, 12]
[10, 30, 56, 11]
[10, 30, 58, 10]
[10, 30, 60, 9]
[10, 30, 62, 8]
[10, 30, 64, 7]
[10, 30, 66, 6]
[10, 30, 68, 5]
[10, 30, 70, 4]
[10, 30, 72, 3]
[10, 30, 74, 2]
[10, 30, 76, 1]
[10, 30, 78, 0]
[10, 35, 1, 37]
[10, 35, 3, 36]
[10, 35, 5, 35]
[10, 35, 7, 34]
[10, 35, 9, 33]
[10, 35, 11, 32]
[10, 35, 13, 31]
[10, 35, 15, 30]
[10, 35, 17, 29]
[10, 35, 19, 28]
[10, 35, 21, 27]
[10, 35, 23, 26]
[10, 35, 25, 25]
[10, 35, 27, 24]
[10, 35, 29, 23]
[10, 35, 31, 22]
[10, 35, 33, 21]
[10, 35, 35, 20]
[10, 35, 37, 19]
[10, 35, 39, 18]
[10, 35, 41, 17]
[10, 35, 43, 16]
[10, 35, 45, 15]
[10, 35, 47, 14]
[10, 35, 49, 13]
[10, 35, 51, 12]
[10, 35, 53, 11]
[10, 35, 55, 10]
[10, 35, 57, 9]
[10, 35, 59, 8]
[10, 35, 61, 7]
[10, 35, 63, 6]
[10, 35, 65, 5]
[10, 35, 67, 4]
[10, 35, 69, 3]
[10, 35, 71, 2]
[10, 35, 73, 1]
[10, 35, 75, 0]
[10, 40, 0, 36]
[10, 40, 2, 35]
[10, 40, 4, 34]
[10, 40, 6, 33]
[10, 40, 8, 32]
[10, 40, 10, 31]
[10, 40, 12, 30]
[10, 40, 14, 29]
[10, 40, 16, 28]
[10, 40, 18, 27]
[10, 40, 20, 26]
[10, 40, 22, 25]
[10, 40, 24, 24]
[10, 40, 26, 23]
[10, 40, 28, 22]
[10, 40, 30, 21]
[10, 40, 32, 20]
[10, 40, 34, 19]
[10, 40, 36, 18]
[10, 40, 38, 17]
[10, 40, 40, 16]
[10, 40, 42, 15]
[10, 40, 44, 14]
[10, 40, 46, 13]
[10, 40, 48, 12]
[10, 40, 50, 11]
[10, 40, 52, 10]
[10, 40, 54, 9]
[10, 40, 56, 8]
[10, 40, 58, 7]
[10, 40, 60, 6]
[10, 40, 62, 5]
[10, 40, 64, 4]
[10, 40, 66, 3]
[10, 40, 68, 2]
[10, 40, 70, 1]
[10, 40, 72, 0]
[10, 45, 1, 34]
[10, 45, 3, 33]
[10, 45, 5, 32]
[10, 45, 7, 31]
[10, 45, 9, 30]
[10, 45, 11, 29]
[10, 45, 13, 28]
[10, 45, 15, 27]
[10, 45, 17, 26]
[10, 45, 19, 25]
[10, 45, 21, 24]
[10, 45, 23, 23]
[10, 45, 25, 22]
[10, 45, 27, 21]
[10, 45, 29, 20]
[10, 45, 31, 19]
[10, 45, 33, 18]
[10, 45, 35, 17]
[10, 45, 37, 16]
[10, 45, 39, 15]
[10, 45, 41, 14]
[10, 45, 43, 13]
[10, 45, 45, 12]
[10, 45, 47, 11]
[10, 45, 49, 10]
[10, 45, 51, 9]
[10, 45, 53, 8]
[10, 45, 55, 7]
[10, 45, 57, 6]
[10, 45, 59, 5]
[10, 45, 61, 4]
[10, 45, 63, 3]
[10, 45, 65, 2]
[10, 45, 67, 1]
[10, 45, 69, 0]
[10, 50, 0, 33]
[10, 50, 2, 32]
[10, 50, 4, 31]
[10, 50, 6, 30]
[10, 50, 8, 29]
[10, 50, 10, 28]
[10, 50, 12, 27]
[10, 50, 14, 26]
[10, 50, 16, 25]
[10, 50, 18, 24]
[10, 50, 20, 23]
[10, 50, 22, 22]
[10, 50, 24, 21]
[10, 50, 26, 20]
[10, 50, 28, 19]
[10, 50, 30, 18]
[10, 50, 32, 17]
[10, 50, 34, 16]
[10, 50, 36, 15]
[10, 50, 38, 14]
[10, 50, 40, 13]
[10, 50, 42, 12]
[10, 50, 44, 11]
[10, 50, 46, 10]
[10, 50, 48, 9]
[10, 50, 50, 8]
[10, 50, 52, 7]
[10, 50, 54, 6]
[10, 50, 56, 5]
[10, 50, 58, 4]
[10, 50, 60, 3]
[10, 50, 62, 2]
[10, 50, 64, 1]
[10, 50, 66, 0]
[10, 55, 1, 31]
[10, 55, 3, 30]
[10, 55, 5, 29]
[10, 55, 7, 28]
[10, 55, 9, 27]
[10, 55, 11, 26]
[10, 55, 13, 25]
[10, 55, 15, 24]
[10, 55, 17, 23]
[10, 55, 19, 22]
[10, 55, 21, 21]
[10, 55, 23, 20]
[10, 55, 25, 19]
[10, 55, 27, 18]
[10, 55, 29, 17]
[10, 55, 31, 16]
[10, 55, 33, 15]
[10, 55, 35, 14]
[10, 55, 37, 13]
[10, 55, 39, 12]
[10, 55, 41, 11]
[10, 55, 43, 10]
[10, 55, 45, 9]
[10, 55, 47, 8]
[10, 55, 49, 7]
[10, 55, 51, 6]
[10, 55, 53, 5]
[10, 55, 55, 4]
[10, 55, 57, 3]
[10, 55, 59, 2]
[10, 55, 61, 1]
[10, 55, 63, 0]
[10, 60, 0, 30]
[10, 60, 2, 29]
[10, 60, 4, 28]
[10, 60, 6, 27]
[10, 60, 8, 26]
[10, 60, 10, 25]
[10, 60, 12, 24]
[10, 60, 14, 23]
[10, 60, 16, 22]
[10, 60, 18, 21]
[10, 60, 20, 20]
[10, 60, 22, 19]
[10, 60, 24, 18]
[10, 60, 26, 17]
[10, 60, 28, 16]
[10, 60, 30, 15]
[10, 60, 32, 14]
[10, 60, 34, 13]
[10, 60, 36, 12]
[10, 60, 38, 11]
[10, 60, 40, 10]
[10, 60, 42, 9]
[10, 60, 44, 8]
[10, 60, 46, 7]
[10, 60, 48, 6]
[10, 60, 50, 5]
[10, 60, 52, 4]
[10, 60, 54, 3]
[10, 60, 56, 2]
[10, 60, 58, 1]
[10, 60, 60, 0]
[10, 65, 1, 28]
[10, 65, 3, 27]
[10, 65, 5, 26]
[10, 65, 7, 25]
[10, 65, 9, 24]
[10, 65, 11, 23]
[10, 65, 13, 22]
[10, 65, 15, 21]
[10, 65, 17, 20]
[10, 65, 19, 19]
[10, 65, 21, 18]
[10, 65, 23, 17]
[10, 65, 25, 16]
[10, 65, 27, 15]
[10, 65, 29, 14]
[10, 65, 31, 13]
[10, 65, 33, 12]
[10, 65, 35, 11]
[10, 65, 37, 10]
[10, 65, 39, 9]
[10, 65, 41, 8]
[10, 65, 43, 7]
[10, 65, 45, 6]
[10, 65, 47, 5]
[10, 65, 49, 4]
[10, 65, 51, 3]
[10, 65, 53, 2]
[10, 65, 55, 1]
[10, 65, 57, 0]
[10, 70, 0, 27]
[10, 70, 2, 26]
[10, 70, 4, 25]
[10, 70, 6, 24]
[10, 70, 8, 23]
[10, 70, 10, 22]
[10, 70, 12, 21]
[10, 70, 14, 20]
[10, 70, 16, 19]
[10, 70, 18, 18]
[10, 70, 20, 17]
[10, 70, 22, 16]
[10, 70, 24, 15]
[10, 70, 26, 14]
[10, 70, 28, 13]
[10, 70, 30, 12]
[10, 70, 32, 11]
[10, 70, 34, 10]
[10, 70, 36, 9]
[10, 70, 38, 8]
[10, 70, 40, 7]
[10, 70, 42, 6]
[10, 70, 44, 5]
[10, 70, 46, 4]
[10, 70, 48, 3]
[10, 70, 50, 2]
[10, 70, 52, 1]
[10, 70, 54, 0]
[10, 75, 1, 25]
[10, 75, 3, 24]
[10, 75, 5, 23]
[10, 75, 7, 22]
[10, 75, 9, 21]
[10, 75, 11, 20]
[10, 75, 13, 19]
[10, 75, 15, 18]
[10, 75, 17, 17]
[10, 75, 19, 16]
[10, 75, 21, 15]
[10, 75, 23, 14]
[10, 75, 25, 13]
[10, 75, 27, 12]
[10, 75, 29, 11]
[10, 75, 31, 10]
[10, 75, 33, 9]
[10, 75, 35, 8]
[10, 75, 37, 7]
[10, 75, 39, 6]
[10, 75, 41, 5]
[10, 75, 43, 4]
[10, 75, 45, 3]
[10, 75, 47, 2]
[10, 75, 49, 1]
[10, 75, 51, 0]
[10, 80, 0, 24]
[10, 80, 2, 23]
[10, 80, 4, 22]
[10, 80, 6, 21]
[10, 80, 8, 20]
[10, 80, 10, 19]
[10, 80, 12, 18]
[10, 80, 14, 17]
[10, 80, 16, 16]
[10, 80, 18, 15]
[10, 80, 20, 14]
[10, 80, 22, 13]
[10, 80, 24, 12]
[10, 80, 26, 11]
[10, 80, 28, 10]
[10, 80, 30, 9]
[10, 80, 32, 8]
[10, 80, 34, 7]
[10, 80, 36, 6]
[10, 80, 38, 5]
[10, 80, 40, 4]
[10, 80, 42, 3]
[10, 80, 44, 2]
[10, 80, 46, 1]
[10, 80, 48, 0]
[10, 85, 1, 22]
[10, 85, 3, 21]
[10, 85, 5, 20]
[10, 85, 7, 19]
[10, 85, 9, 18]
[10, 85, 11, 17]
[10, 85, 13, 16]
[10, 85, 15, 15]
[10, 85, 17, 14]
[10, 85, 19, 13]
[10, 85, 21, 12]
[10, 85, 23, 11]
[10, 85, 25, 10]
[10, 85, 27, 9]
[10, 85, 29, 8]
[10, 85, 31, 7]
[10, 85, 33, 6]
[10, 85, 35, 5]
[10, 85, 37, 4]
[10, 85, 39, 3]
[10, 85, 41, 2]
[10, 85, 43, 1]
[10, 85, 45, 0]
[10, 90, 0, 21]
[10, 90, 2, 20]
[10, 90, 4, 19]
[10, 90, 6, 18]
[10, 90, 8, 17]
[10, 90, 10, 16]
[10, 90, 12, 15]
[10, 90, 14, 14]
[10, 90, 16, 13]
[10, 90, 18, 12]
[10, 90, 20, 11]
[10, 90, 22, 10]
[10, 90, 24, 9]
[10, 90, 26, 8]
[10, 90, 28, 7]
[10, 90, 30, 6]
[10, 90, 32, 5]
[10, 90, 34, 4]
[10, 90, 36, 3]
[10, 90, 38, 2]
[10, 90, 40, 1]
[10, 90, 42, 0]
[10, 95, 1, 19]
[10, 95, 3, 18]
[10, 95, 5, 17]
[10, 95, 7, 16]
[10, 95, 9, 15]
[10, 95, 11, 14]
[10, 95, 13, 13]
[10, 95, 15, 12]
[10, 95, 17, 11]
[10, 95, 19, 10]
[10, 95, 21, 9]
[10, 95, 23, 8]
[10, 95, 25, 7]
[10, 95, 27, 6]
[10, 95, 29, 5]
[10, 95, 31, 4]
[10, 95, 33, 3]
[10, 95, 35, 2]
[10, 95, 37, 1]
[10, 95, 39, 0]
[10, 100, 0, 18]
[10, 100, 2, 17]
[10, 100, 4, 16]
[10, 100, 6, 15]
[10, 100, 8, 14]
[10, 100, 10, 13]
[10, 100, 12, 12]
[10, 100, 14, 11]
[10, 100, 16, 10]
[10, 100, 18, 9]
[10, 100, 20, 8]
[10, 100, 22, 7]
[10, 100, 24, 6]
[10, 100, 26, 5]
[10, 100, 28, 4]
[10, 100, 30, 3]
[10, 100, 32, 2]
[10, 100, 34, 1]
[10, 100, 36, 0]
[10, 105, 1, 16]
[10, 105, 3, 15]
[10, 105, 5, 14]
[10, 105, 7, 13]
[10, 105, 9, 12]
[10, 105, 11, 11]
[10, 105, 13, 10]
[10, 105, 15, 9]
[10, 105, 17, 8]
[10, 105, 19, 7]
[10, 105, 21, 6]
[10, 105, 23, 5]
[10, 105, 25, 4]
[10, 105, 27, 3]
[10, 105, 29, 2]
[10, 105, 31, 1]
[10, 105, 33, 0]
[10, 110, 0, 15]
[10, 110, 2, 14]
[10, 110, 4, 13]
[10, 110, 6, 12]
[10, 110, 8, 11]
[10, 110, 10, 10]
[10, 110, 12, 9]
[10, 110, 14, 8]
[10, 110, 16, 7]
[10, 110, 18, 6]
[10, 110, 20, 5]
[10, 110, 22, 4]
[10, 110, 24, 3]
[10, 110, 26, 2]
[10, 110, 28, 1]
[10, 110, 30, 0]
[10, 115, 1, 13]
[10, 115, 3, 12]
[10, 115, 5, 11]
[10, 115, 7, 10]
[10, 115, 9, 9]
[10, 115, 11, 8]
[10, 115, 13, 7]
[10, 115, 15, 6]
[10, 115, 17, 5]
[10, 115, 19, 4]
[10, 115, 21, 3]
[10, 115, 23, 2]
[10, 115, 25, 1]
[10, 115, 27, 0]
[10, 120, 0, 12]
[10, 120, 2, 11]
[10, 120, 4, 10]
[10, 120, 6, 9]
[10, 120, 8, 8]
[10, 120, 10, 7]
[10, 120, 12, 6]
[10, 120, 14, 5]
[10, 120, 16, 4]
[10, 120, 18, 3]
[10, 120, 20, 2]
[10, 120, 22, 1]
[10, 120, 24, 0]
[10, 125, 1, 10]
[10, 125, 3, 9]
[10, 125, 5, 8]
[10, 125, 7, 7]
[10, 125, 9, 6]
[10, 125, 11, 5]
[10, 125, 13, 4]
[10, 125, 15, 3]
[10, 125, 17, 2]
[10, 125, 19, 1]
[10, 125, 21, 0]
[10, 130, 0, 9]
[10, 130, 2, 8]
[10, 130, 4, 7]
[10, 130, 6, 6]
[10, 130, 8, 5]
[10, 130, 10, 4]
[10, 130, 12, 3]
[10, 130, 14, 2]
[10, 130, 16, 1]
[10, 130, 18, 0]
[10, 135, 1, 7]
[10, 135, 3, 6]
[10, 135, 5, 5]
[10, 135, 7, 4]
[10, 135, 9, 3]
[10, 135, 11, 2]
[10, 135, 13, 1]
[10, 135, 15, 0]
[10, 140, 0, 6]
[10, 140, 2, 5]
[10, 140, 4, 4]
[10, 140, 6, 3]
[10, 140, 8, 2]
[10, 140, 10, 1]
[10, 140, 12, 0]
[10, 145, 1, 4]
[10, 145, 3, 3]
[10, 145, 5, 2]
[10, 145, 7, 1]
[10, 145, 9, 0]
[10, 150, 0, 3]
[10, 150, 2, 2]
[10, 150, 4, 1]
[10, 150, 6, 0]
[10, 155, 1, 1]
[10, 155, 3, 0]
[10, 160, 0, 0]
[11, 1, 1, 47]
[11, 1, 3, 46]
[11, 1, 5, 45]
[11, 1, 7, 44]
[11, 1, 9, 43]
[11, 1, 11, 42]
[11, 1, 13, 41]
[11, 1, 15, 40]
[11, 1, 17, 39]
[11, 1, 19, 38]
[11, 1, 21, 37]
[11, 1, 23, 36]
[11, 1, 25, 35]
[11, 1, 27, 34]
[11, 1, 29, 33]
[11, 1, 31, 32]
[11, 1, 33, 31]
[11, 1, 35, 30]
[11, 1, 37, 29]
[11, 1, 39, 28]
[11, 1, 41, 27]
[11, 1, 43, 26]
[11, 1, 45, 25]
[11, 1, 47, 24]
[11, 1, 49, 23]
[11, 1, 51, 22]
[11, 1, 53, 21]
[11, 1, 55, 20]
[11, 1, 57, 19]
[11, 1, 59, 18]
[11, 1, 61, 17]
[11, 1, 63, 16]
[11, 1, 65, 15]
[11, 1, 67, 14]
[11, 1, 69, 13]
[11, 1, 71, 12]
[11, 1, 73, 11]
[11, 1, 75, 10]
[11, 1, 77, 9]
[11, 1, 79, 8]
[11, 1, 81, 7]
[11, 1, 83, 6]
[11, 1, 85, 5]
[11, 1, 87, 4]
[11, 1, 89, 3]
[11, 1, 91, 2]
[11, 1, 93, 1]
[11, 1, 95, 0]
[11, 6, 0, 46]
[11, 6, 2, 45]
[11, 6, 4, 44]
[11, 6, 6, 43]
[11, 6, 8, 42]
[11, 6, 10, 41]
[11, 6, 12, 40]
[11, 6, 14, 39]
[11, 6, 16, 38]
[11, 6, 18, 37]
[11, 6, 20, 36]
[11, 6, 22, 35]
[11, 6, 24, 34]
[11, 6, 26, 33]
[11, 6, 28, 32]
[11, 6, 30, 31]
[11, 6, 32, 30]
[11, 6, 34, 29]
[11, 6, 36, 28]
[11, 6, 38, 27]
[11, 6, 40, 26]
[11, 6, 42, 25]
[11, 6, 44, 24]
[11, 6, 46, 23]
[11, 6, 48, 22]
[11, 6, 50, 21]
[11, 6, 52, 20]
[11, 6, 54, 19]
[11, 6, 56, 18]
[11, 6, 58, 17]
[11, 6, 60, 16]
[11, 6, 62, 15]
[11, 6, 64, 14]
[11, 6, 66, 13]
[11, 6, 68, 12]
[11, 6, 70, 11]
[11, 6, 72, 10]
[11, 6, 74, 9]
[11, 6, 76, 8]
[11, 6, 78, 7]
[11, 6, 80, 6]
[11, 6, 82, 5]
[11, 6, 84, 4]
[11, 6, 86, 3]
[11, 6, 88, 2]
[11, 6, 90, 1]
[11, 6, 92, 0]
[11, 11, 1, 44]
[11, 11, 3, 43]
[11, 11, 5, 42]
[11, 11, 7, 41]
[11, 11, 9, 40]
[11, 11, 11, 39]
[11, 11, 13, 38]
[11, 11, 15, 37]
[11, 11, 17, 36]
[11, 11, 19, 35]
[11, 11, 21, 34]
[11, 11, 23, 33]
[11, 11, 25, 32]
[11, 11, 27, 31]
[11, 11, 29, 30]
[11, 11, 31, 29]
[11, 11, 33, 28]
[11, 11, 35, 27]
[11, 11, 37, 26]
[11, 11, 39, 25]
[11, 11, 41, 24]
[11, 11, 43, 23]
[11, 11, 45, 22]
[11, 11, 47, 21]
[11, 11, 49, 20]
[11, 11, 51, 19]
[11, 11, 53, 18]
[11, 11, 55, 17]
[11, 11, 57, 16]
[11, 11, 59, 15]
[11, 11, 61, 14]
[11, 11, 63, 13]
[11, 11, 65, 12]
[11, 11, 67, 11]
[11, 11, 69, 10]
[11, 11, 71, 9]
[11, 11, 73, 8]
[11, 11, 75, 7]
[11, 11, 77, 6]
[11, 11, 79, 5]
[11, 11, 81, 4]
[11, 11, 83, 3]
[11, 11, 85, 2]
[11, 11, 87, 1]
[11, 11, 89, 0]
[11, 16, 0, 43]
[11, 16, 2, 42]
[11, 16, 4, 41]
[11, 16, 6, 40]
[11, 16, 8, 39]
[11, 16, 10, 38]
[11, 16, 12, 37]
[11, 16, 14, 36]
[11, 16, 16, 35]
[11, 16, 18, 34]
[11, 16, 20, 33]
[11, 16, 22, 32]
[11, 16, 24, 31]
[11, 16, 26, 30]
[11, 16, 28, 29]
[11, 16, 30, 28]
[11, 16, 32, 27]
[11, 16, 34, 26]
[11, 16, 36, 25]
[11, 16, 38, 24]
[11, 16, 40, 23]
[11, 16, 42, 22]
[11, 16, 44, 21]
[11, 16, 46, 20]
[11, 16, 48, 19]
[11, 16, 50, 18]
[11, 16, 52, 17]
[11, 16, 54, 16]
[11, 16, 56, 15]
[11, 16, 58, 14]
[11, 16, 60, 13]
[11, 16, 62, 12]
[11, 16, 64, 11]
[11, 16, 66, 10]
[11, 16, 68, 9]
[11, 16, 70, 8]
[11, 16, 72, 7]
[11, 16, 74, 6]
[11, 16, 76, 5]
[11, 16, 78, 4]
[11, 16, 80, 3]
[11, 16, 82, 2]
[11, 16, 84, 1]
[11, 16, 86, 0]
[11, 21, 1, 41]
[11, 21, 3, 40]
[11, 21, 5, 39]
[11, 21, 7, 38]
[11, 21, 9, 37]
[11, 21, 11, 36]
[11, 21, 13, 35]
[11, 21, 15, 34]
[11, 21, 17, 33]
[11, 21, 19, 32]
[11, 21, 21, 31]
[11, 21, 23, 30]
[11, 21, 25, 29]
[11, 21, 27, 28]
[11, 21, 29, 27]
[11, 21, 31, 26]
[11, 21, 33, 25]
[11, 21, 35, 24]
[11, 21, 37, 23]
[11, 21, 39, 22]
[11, 21, 41, 21]
[11, 21, 43, 20]
[11, 21, 45, 19]
[11, 21, 47, 18]
[11, 21, 49, 17]
[11, 21, 51, 16]
[11, 21, 53, 15]
[11, 21, 55, 14]
[11, 21, 57, 13]
[11, 21, 59, 12]
[11, 21, 61, 11]
[11, 21, 63, 10]
[11, 21, 65, 9]
[11, 21, 67, 8]
[11, 21, 69, 7]
[11, 21, 71, 6]
[11, 21, 73, 5]
[11, 21, 75, 4]
[11, 21, 77, 3]
[11, 21, 79, 2]
[11, 21, 81, 1]
[11, 21, 83, 0]
[11, 26, 0, 40]
[11, 26, 2, 39]
[11, 26, 4, 38]
[11, 26, 6, 37]
[11, 26, 8, 36]
[11, 26, 10, 35]
[11, 26, 12, 34]
[11, 26, 14, 33]
[11, 26, 16, 32]
[11, 26, 18, 31]
[11, 26, 20, 30]
[11, 26, 22, 29]
[11, 26, 24, 28]
[11, 26, 26, 27]
[11, 26, 28, 26]
[11, 26, 30, 25]
[11, 26, 32, 24]
[11, 26, 34, 23]
[11, 26, 36, 22]
[11, 26, 38, 21]
[11, 26, 40, 20]
[11, 26, 42, 19]
[11, 26, 44, 18]
[11, 26, 46, 17]
[11, 26, 48, 16]
[11, 26, 50, 15]
[11, 26, 52, 14]
[11, 26, 54, 13]
[11, 26, 56, 12]
[11, 26, 58, 11]
[11, 26, 60, 10]
[11, 26, 62, 9]
[11, 26, 64, 8]
[11, 26, 66, 7]
[11, 26, 68, 6]
[11, 26, 70, 5]
[11, 26, 72, 4]
[11, 26, 74, 3]
[11, 26, 76, 2]
[11, 26, 78, 1]
[11, 26, 80, 0]
[11, 31, 1, 38]
[11, 31, 3, 37]
[11, 31, 5, 36]
[11, 31, 7, 35]
[11, 31, 9, 34]
[11, 31, 11, 33]
[11, 31, 13, 32]
[11, 31, 15, 31]
[11, 31, 17, 30]
[11, 31, 19, 29]
[11, 31, 21, 28]
[11, 31, 23, 27]
[11, 31, 25, 26]
[11, 31, 27, 25]
[11, 31, 29, 24]
[11, 31, 31, 23]
[11, 31, 33, 22]
[11, 31, 35, 21]
[11, 31, 37, 20]
[11, 31, 39, 19]
[11, 31, 41, 18]
[11, 31, 43, 17]
[11, 31, 45, 16]
[11, 31, 47, 15]
[11, 31, 49, 14]
[11, 31, 51, 13]
[11, 31, 53, 12]
[11, 31, 55, 11]
[11, 31, 57, 10]
[11, 31, 59, 9]
[11, 31, 61, 8]
[11, 31, 63, 7]
[11, 31, 65, 6]
[11, 31, 67, 5]
[11, 31, 69, 4]
[11, 31, 71, 3]
[11, 31, 73, 2]
[11, 31, 75, 1]
[11, 31, 77, 0]
[11, 36, 0, 37]
[11, 36, 2, 36]
[11, 36, 4, 35]
[11, 36, 6, 34]
[11, 36, 8, 33]
[11, 36, 10, 32]
[11, 36, 12, 31]
[11, 36, 14, 30]
[11, 36, 16, 29]
[11, 36, 18, 28]
[11, 36, 20, 27]
[11, 36, 22, 26]
[11, 36, 24, 25]
[11, 36, 26, 24]
[11, 36, 28, 23]
[11, 36, 30, 22]
[11, 36, 32, 21]
[11, 36, 34, 20]
[11, 36, 36, 19]
[11, 36, 38, 18]
[11, 36, 40, 17]
[11, 36, 42, 16]
[11, 36, 44, 15]
[11, 36, 46, 14]
[11, 36, 48, 13]
[11, 36, 50, 12]
[11, 36, 52, 11]
[11, 36, 54, 10]
[11, 36, 56, 9]
[11, 36, 58, 8]
[11, 36, 60, 7]
[11, 36, 62, 6]
[11, 36, 64, 5]
[11, 36, 66, 4]
[11, 36, 68, 3]
[11, 36, 70, 2]
[11, 36, 72, 1]
[11, 36, 74, 0]
[11, 41, 1, 35]
[11, 41, 3, 34]
[11, 41, 5, 33]
[11, 41, 7, 32]
[11, 41, 9, 31]
[11, 41, 11, 30]
[11, 41, 13, 29]
[11, 41, 15, 28]
[11, 41, 17, 27]
[11, 41, 19, 26]
[11, 41, 21, 25]
[11, 41, 23, 24]
[11, 41, 25, 23]
[11, 41, 27, 22]
[11, 41, 29, 21]
[11, 41, 31, 20]
[11, 41, 33, 19]
[11, 41, 35, 18]
[11, 41, 37, 17]
[11, 41, 39, 16]
[11, 41, 41, 15]
[11, 41, 43, 14]
[11, 41, 45, 13]
[11, 41, 47, 12]
[11, 41, 49, 11]
[11, 41, 51, 10]
[11, 41, 53, 9]
[11, 41, 55, 8]
[11, 41, 57, 7]
[11, 41, 59, 6]
[11, 41, 61, 5]
[11, 41, 63, 4]
[11, 41, 65, 3]
[11, 41, 67, 2]
[11, 41, 69, 1]
[11, 41, 71, 0]
[11, 46, 0, 34]
[11, 46, 2, 33]
[11, 46, 4, 32]
[11, 46, 6, 31]
[11, 46, 8, 30]
[11, 46, 10, 29]
[11, 46, 12, 28]
[11, 46, 14, 27]
[11, 46, 16, 26]
[11, 46, 18, 25]
[11, 46, 20, 24]
[11, 46, 22, 23]
[11, 46, 24, 22]
[11, 46, 26, 21]
[11, 46, 28, 20]
[11, 46, 30, 19]
[11, 46, 32, 18]
[11, 46, 34, 17]
[11, 46, 36, 16]
[11, 46, 38, 15]
[11, 46, 40, 14]
[11, 46, 42, 13]
[11, 46, 44, 12]
[11, 46, 46, 11]
[11, 46, 48, 10]
[11, 46, 50, 9]
[11, 46, 52, 8]
[11, 46, 54, 7]
[11, 46, 56, 6]
[11, 46, 58, 5]
[11, 46, 60, 4]
[11, 46, 62, 3]
[11, 46, 64, 2]
[11, 46, 66, 1]
[11, 46, 68, 0]
[11, 51, 1, 32]
[11, 51, 3, 31]
[11, 51, 5, 30]
[11, 51, 7, 29]
[11, 51, 9, 28]
[11, 51, 11, 27]
[11, 51, 13, 26]
[11, 51, 15, 25]
[11, 51, 17, 24]
[11, 51, 19, 23]
[11, 51, 21, 22]
[11, 51, 23, 21]
[11, 51, 25, 20]
[11, 51, 27, 19]
[11, 51, 29, 18]
[11, 51, 31, 17]
[11, 51, 33, 16]
[11, 51, 35, 15]
[11, 51, 37, 14]
[11, 51, 39, 13]
[11, 51, 41, 12]
[11, 51, 43, 11]
[11, 51, 45, 10]
[11, 51, 47, 9]
[11, 51, 49, 8]
[11, 51, 51, 7]
[11, 51, 53, 6]
[11, 51, 55, 5]
[11, 51, 57, 4]
[11, 51, 59, 3]
[11, 51, 61, 2]
[11, 51, 63, 1]
[11, 51, 65, 0]
[11, 56, 0, 31]
[11, 56, 2, 30]
[11, 56, 4, 29]
[11, 56, 6, 28]
[11, 56, 8, 27]
[11, 56, 10, 26]
[11, 56, 12, 25]
[11, 56, 14, 24]
[11, 56, 16, 23]
[11, 56, 18, 22]
[11, 56, 20, 21]
[11, 56, 22, 20]
[11, 56, 24, 19]
[11, 56, 26, 18]
[11, 56, 28, 17]
[11, 56, 30, 16]
[11, 56, 32, 15]
[11, 56, 34, 14]
[11, 56, 36, 13]
[11, 56, 38, 12]
[11, 56, 40, 11]
[11, 56, 42, 10]
[11, 56, 44, 9]
[11, 56, 46, 8]
[11, 56, 48, 7]
[11, 56, 50, 6]
[11, 56, 52, 5]
[11, 56, 54, 4]
[11, 56, 56, 3]
[11, 56, 58, 2]
[11, 56, 60, 1]
[11, 56, 62, 0]
[11, 61, 1, 29]
[11, 61, 3, 28]
[11, 61, 5, 27]
[11, 61, 7, 26]
[11, 61, 9, 25]
[11, 61, 11, 24]
[11, 61, 13, 23]
[11, 61, 15, 22]
[11, 61, 17, 21]
[11, 61, 19, 20]
[11, 61, 21, 19]
[11, 61, 23, 18]
[11, 61, 25, 17]
[11, 61, 27, 16]
[11, 61, 29, 15]
[11, 61, 31, 14]
[11, 61, 33, 13]
[11, 61, 35, 12]
[11, 61, 37, 11]
[11, 61, 39, 10]
[11, 61, 41, 9]
[11, 61, 43, 8]
[11, 61, 45, 7]
[11, 61, 47, 6]
[11, 61, 49, 5]
[11, 61, 51, 4]
[11, 61, 53, 3]
[11, 61, 55, 2]
[11, 61, 57, 1]
[11, 61, 59, 0]
[11, 66, 0, 28]
[11, 66, 2, 27]
[11, 66, 4, 26]
[11, 66, 6, 25]
[11, 66, 8, 24]
[11, 66, 10, 23]
[11, 66, 12, 22]
[11, 66, 14, 21]
[11, 66, 16, 20]
[11, 66, 18, 19]
[11, 66, 20, 18]
[11, 66, 22, 17]
[11, 66, 24, 16]
[11, 66, 26, 15]
[11, 66, 28, 14]
[11, 66, 30, 13]
[11, 66, 32, 12]
[11, 66, 34, 11]
[11, 66, 36, 10]
[11, 66, 38, 9]
[11, 66, 40, 8]
[11, 66, 42, 7]
[11, 66, 44, 6]
[11, 66, 46, 5]
[11, 66, 48, 4]
[11, 66, 50, 3]
[11, 66, 52, 2]
[11, 66, 54, 1]
[11, 66, 56, 0]
[11, 71, 1, 26]
[11, 71, 3, 25]
